ID,Start time,Completion time,Email,Name,Your name  (FirstName LastName),Your student ID,Your workshop class,"If you prefer to be in a team with particular students, list their student IDs separated by commas (max. 6 student IDs):",What project option do you prefer?,What technologies/languages would you prefer to use in project?,Timezone in which the team should preferably work,Preferred week days for team work?,Preferred day/night times for team-work
277,9/11/2022 16:27,9/11/2022 16:30,s2283890@student.rmit.edu.au,Grime Smiley,Grime Smiley,s2283890,WRK01/02,,Desktop-app;,C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
278,9/11/2022 13:30,9/11/2022 13:32,s8394736@student.rmit.edu.au,Jerry Randy,Jerry Randy,s8394736,WRK01/02,s8377362,Desktop-app;,Java;Python;Python;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
279,9/11/2022 14:43,9/11/2022 14:47,s9384928@student.rmit.edu.au,Smind Ryne,Smind Ryne,s9384928,WRK01/02,"s9384928,s8377362",Desktop-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
280,9/11/2022 15:07,9/11/2022 15:09,s8394251@student.rmit.edu.au,Harry Jarger,Harry Jarger,s8394251,WRK01/02,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;"
281,9/11/2022 15:47,9/11/2022 15:47,s9989878@student.rmit.edu.au,Eren Bagel,Eren Bagel,s9989878,WRK01/02,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
282,9/11/2022 16:27,9/11/2022 16:30,s2283890@student.rmit.edu.au,Grime Smiley,Grime Smiley,s2283890,WRK01/02,,Desktop-app;,C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
283,9/11/2022 15:47,9/11/2022 15:47,s9989878@student.rmit.edu.au,Eren Bagel,Eren Bagel,s9989878,WRK01/02,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
284,9/11/2022 16:27,9/11/2022 16:30,s2283890@student.rmit.edu.au,Grime Smiley,Grime Smiley,s2283890,WRK01/02,,Desktop-app;,C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
285,9/12/2022 11:30,9/12/2022 11:35,s9121281@student.rmit.edu.au,Jerry Sling,Jerry Sling,s9121281,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
286,9/12/2022 12:15,9/12/2022 12:15,s8877263@student.rmit.edu.au,Aaden Zizi,Aaden Zizi,s8877263,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
287,9/12/2022 12:45,9/12/2022 12:48,s8377362@student.rmit.edu.au,Ronald Big,Ronald Big,s8377362,WRK03/04,"s8377362,s9384928",Desktop-app;,C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
288,9/12/2022 13:01,9/12/2022 13:01,s3728192@student.rmit.edu.au,Hina Linda,Hina Linda,s3728192,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
289,9/12/2022 13:21,9/12/2022 13:24,s7766554@student.rmit.edu.au,Jim Mowing,Jim Mowing,s7766554,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
290,9/12/2022 13:24,9/12/2022 13:27,s5544445@student.rmit.edu.au,Fled Smithers,Fled Smithers,s5544445,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
291,9/12/2022 13:45,9/12/2022 13:47,s7388890@student.rmit.edu.au,Homer Van,Homer Van,s7388890,WRK03/04,,Desktop-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
292,9/12/2022 13:54,9/12/2022 13:56,s6655352@student.rmit.edu.au,Marge Van,Marge Van,s6655352,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
293,9/12/2022 14:01,9/12/2022 14:11,s1122121@student.rmit.edu.au,Lisa Rhythm,Lisa Rhythm,s1122121,WRK02/03,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
294,9/12/2022 14:23,9/12/2022 14:37,s1090897@student.rmit.edu.au,Bart Skater,Bart Skater,s1090897,WRK02/03,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
295,9/12/2022 15:35,9/12/2022 15:50,s7654321@student.rmit.edu.au,Yeona Cue,Yeona Cue,s7654321,WRK01/02,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
296,9/12/2022 16:11,9/12/2022 16:47,s6543210@student.rmit.edu.au,Sky Blue,Sky Blue,s6543210,WRK01/02,,Web-app;,Python;C++;C;Python;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
297,9/13/22 12:17,9/13/22 12:20,s5432109@student.rmit.edu.au,Red Foo,Red Foo,s5432109,WRK01/02,s6736251,Mobile-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
298,9/13/22 12:30,9/13/22 12:32,s4321098@student.rmit.edu.au,Magdi Apple,Magdi Apple,s4321098,WRK01/02,,Android-app;,Java;Python;C++;C;Python;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
299,9/13/22 12:42,9/13/22 12:45,s3210987@student.rmit.edu.au,Sharon Henry,Sharon Henry,s3210987,WRK01/02,,Desktop-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
300,9/13/22 13:15,9/13/22 13:20,s2109876@student.rmit.edu.au,Pippy Nother,Pippy Nother,s2109876,WRK01/02,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
301,9/13/22 14:10,9/13/22 14:12,s6736251@student.rmit.edu.au,Joel Quebek,Joel Quebek,s6736251,WRK01/02,s9384928,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
302,9/11/2022 12:25,9/11/2022 12:26,s9685748@student.rmit.edu.au,Mary Silver,Mary Silver,s9685748,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
303,9/11/2022 13:30,9/11/2022 13:32,s8394736@student.rmit.edu.au,Jerry Randy,Jerry Randy,s8394736,WRK01/02,s8377362,Desktop-app;,Java;Python;Python;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
304,9/11/2022 14:43,9/11/2022 14:47,s9384928@student.rmit.edu.au,Smind Ryne,Smind Ryne,s9384928,WRK01/02,"s9384928,s8377362",Desktop-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
305,9/11/2022 15:07,9/11/2022 15:09,s8394251@student.rmit.edu.au,Harry Jarger,Harry Jarger,s8394251,WRK01/02,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;"
306,9/11/2022 15:47,9/11/2022 15:47,s9989878@student.rmit.edu.au,Eren Bagel,Eren Bagel,s9989878,WRK01/02,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
307,9/11/2022 16:27,9/11/2022 16:30,s2283890@student.rmit.edu.au,Grime Smiley,Grime Smiley,s2283890,WRK01/02,,Desktop-app;,C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
308,9/12/2022 11:30,9/12/2022 11:35,s9121281@student.rmit.edu.au,Jerry Sling,Jerry Sling,s9121281,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
309,9/12/2022 12:15,9/12/2022 12:15,s8877263@student.rmit.edu.au,Aaden Zizi,Aaden Zizi,s8877263,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
310,9/12/2022 12:45,9/12/2022 12:48,s8377362@student.rmit.edu.au,Ronald Big,Ronald Big,s8377362,WRK03/04,"s8377362,s9384928",Desktop-app;,C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
311,9/12/2022 13:01,9/12/2022 13:01,s3728192@student.rmit.edu.au,Hina Linda,Hina Linda,s3728192,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
312,9/12/2022 13:21,9/12/2022 13:24,s7766554@student.rmit.edu.au,Jim Mowing,Jim Mowing,s7766554,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
313,9/12/2022 13:24,9/12/2022 13:27,s5544445@student.rmit.edu.au,Fled Smithers,Fled Smithers,s5544445,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
314,9/12/2022 13:45,9/12/2022 13:47,s7388890@student.rmit.edu.au,Homer Van,Homer Van,s7388890,WRK03/04,,Desktop-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
315,9/12/2022 13:54,9/12/2022 13:56,s6655352@student.rmit.edu.au,Marge Van,Marge Van,s6655352,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
316,9/12/2022 14:01,9/12/2022 14:11,s1122121@student.rmit.edu.au,Lisa Rhythm,Lisa Rhythm,s1122121,WRK02/03,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
317,9/12/2022 14:23,9/12/2022 14:37,s1090897@student.rmit.edu.au,Bart Skater,Bart Skater,s1090897,WRK02/03,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
318,9/12/2022 13:54,9/12/2022 13:56,s6655352@student.rmit.edu.au,Marge Van,Marge Van,s6655352,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
319,9/12/2022 14:01,9/12/2022 14:11,s1122121@student.rmit.edu.au,Lisa Rhythm,Lisa Rhythm,s1122121,WRK02/03,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
320,9/12/2022 14:23,9/12/2022 14:37,s1090897@student.rmit.edu.au,Bart Skater,Bart Skater,s1090897,WRK02/03,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
321,9/11/2022 16:27,9/11/2022 16:30,s2283890@student.rmit.edu.au,Grime Smiley,Grime Smiley,s2283890,WRK01/02,,Desktop-app;,C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
322,9/12/2022 11:30,9/12/2022 11:35,s9121281@student.rmit.edu.au,Jerry Sling,Jerry Sling,s9121281,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
323,9/12/2022 12:15,9/12/2022 12:15,s8877263@student.rmit.edu.au,Aaden Zizi,Aaden Zizi,s8877263,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
324,9/12/2022 13:54,9/12/2022 13:56,s6655352@student.rmit.edu.au,Marge Van,Marge Van,s6655352,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
325,9/12/2022 14:01,9/12/2022 14:11,s1122121@student.rmit.edu.au,Lisa Rhythm,Lisa Rhythm,s1122121,WRK02/03,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
326,9/12/2022 14:23,9/12/2022 14:37,s1090897@student.rmit.edu.au,Bart Skater,Bart Skater,s1090897,WRK02/03,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
327,9/11/2022 16:27,9/11/2022 16:30,s2283890@student.rmit.edu.au,Grime Smiley,Grime Smiley,s2283890,WRK01/02,,Desktop-app;,C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
328,9/12/2022 11:30,9/12/2022 11:35,s9121281@student.rmit.edu.au,Jerry Sling,Jerry Sling,s9121281,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
329,9/12/2022 12:15,9/12/2022 12:15,s8877263@student.rmit.edu.au,Aaden Zizi,Aaden Zizi,s8877263,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
330,9/11/2022 16:27,9/11/2022 16:30,s2283890@student.rmit.edu.au,Grime Smiley,Grime Smiley,s2283890,WRK01/02,,Desktop-app;,C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
331,9/12/2022 11:30,9/12/2022 11:35,s9121281@student.rmit.edu.au,Jerry Sling,Jerry Sling,s9121281,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
332,9/12/2022 12:15,9/12/2022 12:15,s8877263@student.rmit.edu.au,Aaden Zizi,Aaden Zizi,s8877263,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
333,9/12/2022 12:45,9/12/2022 12:48,s8377362@student.rmit.edu.au,Ronald Big,Ronald Big,s8377362,WRK03/04,"s8377362,s9384928",Desktop-app;,C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
334,9/12/2022 13:01,9/12/2022 13:01,s3728192@student.rmit.edu.au,Hina Linda,Hina Linda,s3728192,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
335,9/12/2022 13:21,9/12/2022 13:24,s7766554@student.rmit.edu.au,Jim Mowing,Jim Mowing,s7766554,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
336,9/12/2022 13:24,9/12/2022 13:27,s5544445@student.rmit.edu.au,Fled Smithers,Fled Smithers,s5544445,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
337,9/12/2022 13:45,9/12/2022 13:47,s7388890@student.rmit.edu.au,Homer Van,Homer Van,s7388890,WRK03/04,,Desktop-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
338,9/12/2022 13:54,9/12/2022 13:56,s6655352@student.rmit.edu.au,Marge Van,Marge Van,s6655352,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
339,9/12/2022 14:01,9/12/2022 14:11,s1122121@student.rmit.edu.au,Lisa Rhythm,Lisa Rhythm,s1122121,WRK02/03,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
340,9/12/2022 14:23,9/12/2022 14:37,s1090897@student.rmit.edu.au,Bart Skater,Bart Skater,s1090897,WRK02/03,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
341,9/11/2022 16:27,9/11/2022 16:30,s2283890@student.rmit.edu.au,Grime Smiley,Grime Smiley,s2283890,WRK01/02,,Desktop-app;,C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
342,9/12/2022 11:30,9/12/2022 11:35,s9121281@student.rmit.edu.au,Jerry Sling,Jerry Sling,s9121281,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
343,9/12/2022 12:15,9/12/2022 12:15,s8877263@student.rmit.edu.au,Aaden Zizi,Aaden Zizi,s8877263,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
344,9/12/2022 15:35,9/12/2022 15:50,s7654321@student.rmit.edu.au,Yeona Cue,Yeona Cue,s7654321,WRK01/02,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
345,9/12/2022 16:11,9/12/2022 16:47,s6543210@student.rmit.edu.au,Sky Blue,Sky Blue,s6543210,WRK01/02,,Web-app;,Python;C++;C;Python;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
346,9/13/22 12:17,9/13/22 12:20,s5432109@student.rmit.edu.au,Red Foo,Red Foo,s5432109,WRK01/02,s6736251,Mobile-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
347,9/13/22 12:30,9/13/22 12:32,s4321098@student.rmit.edu.au,Magdi Apple,Magdi Apple,s4321098,WRK01/02,,Android-app;,Java;Python;C++;C;Python;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
348,9/13/22 12:42,9/13/22 12:45,s3210987@student.rmit.edu.au,Sharon Henry,Sharon Henry,s3210987,WRK01/02,,Desktop-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
349,9/13/22 13:15,9/13/22 13:20,s2109876@student.rmit.edu.au,Pippy Nother,Pippy Nother,s2109876,WRK01/02,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
350,9/13/22 14:10,9/13/22 14:12,s6736251@student.rmit.edu.au,Joel Quebek,Joel Quebek,s6736251,WRK01/02,s9384928,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
351,9/11/2022 12:25,9/11/2022 12:26,s9685748@student.rmit.edu.au,Mary Silver,Mary Silver,s9685748,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
352,9/11/2022 13:30,9/11/2022 13:32,s8394736@student.rmit.edu.au,Jerry Randy,Jerry Randy,s8394736,WRK01/02,s8377362,Desktop-app;,Java;Python;Python;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
353,9/11/2022 14:43,9/11/2022 14:47,s9384928@student.rmit.edu.au,Smind Ryne,Smind Ryne,s9384928,WRK01/02,"s9384928,s8377362",Desktop-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
354,9/11/2022 15:07,9/11/2022 15:09,s8394251@student.rmit.edu.au,Harry Jarger,Harry Jarger,s8394251,WRK01/02,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;"
355,9/11/2022 15:47,9/11/2022 15:47,s9989878@student.rmit.edu.au,Eren Bagel,Eren Bagel,s9989878,WRK01/02,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
356,9/11/2022 16:27,9/11/2022 16:30,s2283890@student.rmit.edu.au,Grime Smiley,Grime Smiley,s2283890,WRK01/02,,Desktop-app;,C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
357,9/12/2022 11:30,9/12/2022 11:35,s9121281@student.rmit.edu.au,Jerry Sling,Jerry Sling,s9121281,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
358,9/12/2022 12:15,9/12/2022 12:15,s8877263@student.rmit.edu.au,Aaden Zizi,Aaden Zizi,s8877263,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
359,9/12/2022 12:45,9/12/2022 12:48,s8377362@student.rmit.edu.au,Ronald Big,Ronald Big,s8377362,WRK03/04,"s8377362,s9384928",Desktop-app;,C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
360,9/12/2022 13:01,9/12/2022 13:01,s3728192@student.rmit.edu.au,Hina Linda,Hina Linda,s3728192,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
361,9/12/2022 13:21,9/12/2022 13:24,s7766554@student.rmit.edu.au,Jim Mowing,Jim Mowing,s7766554,WRK03/04,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;"
362,9/12/2022 13:24,9/12/2022 13:27,s5544445@student.rmit.edu.au,Fled Smithers,Fled Smithers,s5544445,WRK03/04,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
363,9/12/2022 13:45,9/12/2022 13:47,s7388890@student.rmit.edu.au,Homer Van,Homer Van,s7388890,WRK03/04,,Desktop-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
364,9/12/2022 13:54,9/12/2022 13:56,s6655352@student.rmit.edu.au,Marge Van,Marge Van,s6655352,WRK03/04,,Web-app;,Java;Python;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
365,9/12/2022 14:01,9/12/2022 14:11,s1122121@student.rmit.edu.au,Lisa Rhythm,Lisa Rhythm,s1122121,WRK02/03,,Android-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Wednesday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
366,9/12/2022 14:23,9/12/2022 14:37,s1090897@student.rmit.edu.au,Bart Skater,Bart Skater,s1090897,WRK02/03,,Web-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Thursday;Friday,"early morning,8am-12pm;late evening,9pm-12am;evenings, 5pm-9pm;"
367,9/11/2022 13:30,9/11/2022 13:32,s8394736@student.rmit.edu.au,Jerry Randy,Jerry Randy,s8394736,WRK01/02,s8377362,Desktop-app;,Java;Python;Python;,Not important to me,Monday;Thursday;Friday,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
368,9/11/2022 14:43,9/11/2022 14:47,s9384928@student.rmit.edu.au,Smind Ryne,Smind Ryne,s9384928,WRK01/02,"s9384928,s8377362",Desktop-app;,Java;Python;C++;C;Python;sql;,Not important to me,Monday;Tuesday;Wednesday;Thursday;Friday;,"late evenings, 9pm-12am;evenings, 5pm-9pm;"
369,9/11/2022 15:07,9/11/2022 15:09,s8394251@student.rmit.edu.au,Harry Jarger,Harry Jarger,s8394251,WRK01/02,,Mobile-app;,Java;Python;C++;C;Python;sql;,Australian Eastern Standard Time (AEST),Monday;Tuesday;Wednesday;Thursday;Friday;,"early morning,8am-12pm;"
